RouteNum;Authority;City;Transport;Operator;ValidityPeriods;SpecialDates;RouteTag;RouteType;Commercial;RouteName;Weekdays;RouteID;Entry;RouteStops;Pikas2012.10.7;Datestart
;;;;;;;;B>A;A;ДС Зеленый Луг - ДС Малиновка-4;1234567;106340;;15790,15787,15784,15782,54541,14461,14462,14463,14464,14465,14466,14467,14456,14468,14469,15565,15566,15122,15567,15568,15210,15208,15206,15204,15203,15201,15212,15213,71803,73043,15656,15657,58338,14936,15575,15576,15577,15578,15579,15580,15582,54638;;
;;;;;;;0;A>D;A;ДС Малиновка-4 - ТП 3;1234567;106341;;54638,15581,15583,15584,15585,15586,15590,15591,14934;;
;;;;;15992,;;0;B>D;A;ДС Зеленый Луг ТП 3;12345;106782;;15790,15787,15784,15782,54541,14461,14462,14463,14464,14465,14466,14467,14456,14468,14469,15565,15566,15122,15567,15568,15210,15208,15206,15204,15203,15201,15212,15213;;
;;;;;15990,;;0;D>A;A;ТП 3 - ДС Малиновка-4;1234567;106342;;15575,15576,15577,15578,15579,15580,15582,54638;;
;;;;;;;0;D>B;A;ТП 3 - ДС Зеленый Луг;1234567;106338;;15597,15598,15599,15600,15601,15602,15219,14441,14442,14443,14444,14445,14446,14447,14448,14449,14450,15781,15783,15785,15786,15790;;
54;;;;4 ТП;15965,;;;A>B;A;д/с Масюковщина -Академическая;12345;103509;;15227,15262,15263,15277,15278,14841,54519,14843,14844,14845,14846,14847,14764,14765,14766,14767;;d1-d5 - 17.09.2013
;;;;;;;;B>A;A;Академическая -д/с Масюковщина;12345;103510;;14755,14757,14760,14758,14759,14693,14694,14695,14696,14697,54537,14699,15223,15224,15225,15226,15227;;
;;;;;;;0;A>D;A;д/с Масюковщина - D(ч-з Кальв, Гусов.);12345;103513;;15227,15262,15263,15277,15278,14841;;
;;;;;;;0;A>D1;A;д/с Масюковщина - D;12345;103512;;15227,15262,15263,15277,15278,14841;;
;;;;;;;0;D>A1;A;D - д/с Масюковщина;12345;103511;;14699,15223,15224,15225,15226,15227;;
55;;;;;16006,;;;A>B;A;д/с Одоевского - Дом кино;12345;107886;;15562,15169,15195,14818,14819,14838,14839,14840,14841,54519,14843,14844,14845,14846,14847,14764,14765,14766,14992,15017;;d1-d5 - 28.10.2013
;;;;;;;;B>A;A;Дом кино - д/с Одоевского;12345;107887;;15017,15107,14761,14760,14758,14759,14693,14694,14695,14696,14697,54537,14699,14700,14701,14702,14703,14848,14849,15562;;
;;;;;;;;B>D1;A;Дом кино - D;12345;107889;;15017,15107,14761,14760,14758,14759,14693,14694,14695,14696;;
;;;;;;;;D>B1;A;D - Дом кино;12345;107888;;14838,14839,14840,14841,54519,14843,14844,14845,14846,14847,14764,14765,14766,14992,15017;;
56;;;;5 ТП;15955,;;;A>B;A;ДС Уручье - 4  - Автовокзал  Московский;1234567;102006;;14660,14661,14663,14665,14666,68844,14433,14514,14488,14677,14393,14387;;d1-d5 - 28.10.2013<br>d6-d7 - 07.09.2013
;;;;;;;;B>A;A;Автовокзал  Московский - 4 - ДС "Уручье;1234567;102007;;14387,14340,14678,14500,14513,14514,14432,14668,14667,14664,14662,14659,14660;;
;;;;;;;0;A1>D;A;ДС Уручье - 4  - D;67;102008;;14660,14661,14663,14665,14666,68844,14433,14514,14488;;
;;;;;;;0;D>A1;A;D ТП 5 - ДС "Уручье  -4;67;102009;;14500,14513,14514,14432,14668,14667,14664,14662,14659,14660;;
57;;;;4 ТП;15979,;;;A>B;A;д/с Сухарево - Городской вал;12345;104714;;15172,15153,15154,15158,15159,15160,15161,15162,15163,15164,15165,15166,15167,15168,15127,15126,14686,14687,14688,14689,14690;;d1-d5 - 01.10.2013
;;;;;;;;B>A;A;Городской вал - д/с Сухарево;12345;104713;;14690,14572,14573,14575,14576,15123,15124,15125,15128,15129,15130,15131,15132,54292,15134,15135,15136,15137,15138,15139,15175,15172;;
;;;;;;;0;A>D;A;д/с Сухарево - D;12345;104718;;15172,15153,15154,15158,15159,15160,15161,15162,15163,15164,15165,15166,15167,15168;;
;;;;;;;0;D>A;A;D - д/с Сухарево;12345;104717;;15129,15130,15131,15132,54292,15134,15135,15136,15137,15138,15139,15175,15172;;
;;;;;;;0;D>B;A;D - Городской вал;12345;104715;;15126,14686,14687,14688,14689,14690;;
59;;;;2 ТП;15955,;;;A>B;A;д/с Серова - Долгобродская;1234567;102012;;69176,15068,15095,15096,15097,15098,15100,15102,15065,15837,15839,15835,15902,15903,15904,15905,15906,15612,15613,15614,15615,15942,15943,54329;;d1-d5 - 28.10.2013<br>d6-d7 - 07.09.2013
;;;;;;;;B>A;A;Долгобродская - д/с Серова;1234567;102015;;54329,14780,14781,15625,15626,15627,15628,15907,15908,15909,54334,15910,15911,15919,15838,15020,15104,15103,15101,15099,15105,15092,15093,15094,69175,69176;;
60;;;;;15528,;;;A>B;A;д/с Ангарская-4 - ст.м. Могилевская;1234567;70265;;68909,15330,15331,15332,15342,15339,15340,15341,14712;;d1-d5 - 07.10.2013<br>d6-d7 - 07.07.2012
;;;;;;;;B>A;A;ст.м. Могилевская - д/с Ангарская-4;1234567;70268;;14712,15298,15299,15300,15301,15302,15303,15304,15833,68909;;
61;;;;5 ТП;15311,;;;A>B;A;ДС УРУЧЬЕ-2 - Академическая;1234567;65588;;14386,14384,14382,14649,14651,14675,14513,14514,14515,54322,14484,14483,15117,15118,15119,15120,15121,15107,14767;;d1-d5 - 02.09.2013<br>d6-d7 - 03.12.2011
;;;;;;;;B>A;A;Академическая - ДС УРУЧЬЕ-2;1234567;65591;;14755,14757,14992,15017,15108,15109,15110,15111,15116,14482,14485,14486,14487,14431,14676,14650,14381,14383,14385,14386;;
;;;;;;;0;A>D;A;ДС УРУЧЬЕ-2 - D ТП5;67;65586;;14386,14384,14382,14649,14651,14675,14489,14677,15418,15419,15420,15421,14774,14775,14776,15363,15404,54199;;
;;;;;;;0;D>B1;A;D - Академическая;67;65585;;54322,14484,14483,15117,15118,15119,15120,15121,15107,14767;;
62;;;;;15619,;;;A>B;A;ДС УРУЧЬЕ-2  - ДС УРУЧЬЕ-4;1234567;77347;;14386,14384,14382,14649,14651,14652,14654,14658,14660;;d1-d5 - 01.07.2013<br>d6-d7 - 06.10.2012
;;;;;;;;B>A;A;ДС УРУЧЬЕ-4 - ДС УРУЧЬЕ-2;1234567;77348;;14660,14657,14655,14656,14653,14650,14381,14383,14385,14386;;
;;;;;;;0;A>D;A;ДС УРУЧЬЕ- - D  ТП5;67;77346;;14386,14384,14382,14649,14651,14675,14489,14677,15418,15419,15420,15421,14774,14775,14776,15363,15404,54199;;
;;;;;15887,;;;A>D;A;ДС УРУЧЬЕ- - D ТП5;12345;97792;;14386,14384,14382,14649,14651,14675,14489,14677,15418,15419,15420,15421,14774,14775,14776,15363,15404,54199;;
63;;;;3 ТП;15990,;;;A>B;A;ДС Юго-Запад - ДС Дружная;67;106349;;54682,15641,15642,15590,15591,14934,14935,15654,15655,71807,73042,14906,14907,16249,15696,15697,15698,15699,15700,15701,15843,73075;;d1-d5 - 28.10.2013<br>d6 - 12.10.2013<br>d7 - 13.10.2013
;;;;;16006,;;;A>B;A;ДС Юго-Запад – ДС Дружная;12345;107908;;54682,15641,15642,15590,15591,14934,14935,15654,15655,71807,73042,14906,14907,16249,15696,15697,15698,15699,15700,15701,15843,73075;;
;;;;;15990,;;;B>A;A;ДС Дружная - ДС Юго-Запад;1234567;106346;;73075,15667,15668,15669,15675,14718,15683,15684,16253,15212,15213,71803,73043,15656,15657,58338,14936,15575,15576,15643,15644,15646,54682;;
;;;;;;;0;A>D;A;ДС Юго-Запад - ТП 3;1234567;106347;;54682,15641,15642,15590,15591,14934;;
;;;;;;;0;D>A;A;ТП 3 - ДС Юго-Запад;1234567;106348;;15575,15576,15643,15644,15646,54682;;
;;;;;;;0;D>B;A;ТП 3 - ДС Дружная;67;106344;;16249,15696,15697,15698,15699,15700,15701,15843,73075;;
64;;;;;;;;A>B;A;ДС Малиновка-4 - ДС Дружная;1234567;106601;;54638,15581,15583,15584,15585,15586,15590,15591,15592,15593,69269,69034,72457,72434,15691,15692,15693,15694,15696,15697,15698,15699,15700,15701,15843,73075;;d1-d5 - 28.10.2013<br>d6 - 12.10.2013<br>d7 - 13.10.2013
;;;;;;;;B>A;A;ДС Дружная  - ДС Малиновка-4;1234567;106598;;73075,15667,15668,15669,15675,14718,15683,15684,15685,15686,15688,15689,73039,72458,72435,69018,15572,15573,15574,15575,15576,15577,15578,15579,15580,15582,54638;;
;;;;;;;0;A>D;A;ДС Малиновка-4 - ТП 3;1234567;106599;;54638,15581,15583,15584,15585,15586,15590,15591,15592,15593,69269,69034,72457,72434,15691,15692,15693,15694;;
;;;;;;;0;D>A;A;ТП 3 - ДС Малиновка-4;1234567;106600;;15685,15686,15688,15689,73039,72458,72435,69018,15572,15573,15574,15575,15576,15577,15578,15579,15580,15582,54638;;
;;;;;;;0;D>B;A;ТП 3 - ДС Дружная;12345;106596;;15696,15697,15698,15699,15700,15701,15843,73075;;
68;;;;4 ТП;15983,;;;A>B;A;ДС Одоевского-ДС Славинского;67;105592;;15562,15169,15195,14818,14819,14838,14839,14840,14841,54519,14843,14844,14845,14846,14847,14764,14765,14766,14992,14993,14994,14995,14348,14997,15014;;d6-d7 - 05.10.2013
;;;;;;;;B>A;A;ДС Славинского-ДС Одоевского;67;105595;;15014,14350,14347,15015,15016,15017,15107,14761,14760,14758,14759,14693,14694,14695,14696,14697,54537,14699,14700,14701,14702,14703,14848,14849,15562;;
;;;;;;;0;B>D;A;ДС Славинского - D;67;105593;;15014,14350,14347,15015,15016,15017,15107,14761,14760,14758,14759,14693,14694,14695,14696,14697,54537,14699,14700,14701;;
;;;;;;;0;D>B;A;D -ДС Славинского;67;105594;;14838,14839,14840,14841,54519,14843,14844,14845,14846,14847,14764,14765,14766,14992,14993,14994,14995,14348,14997,15014;;
